"week","description","title","number","detail","date","session","year","duration"
"41","Überweisung","Jahresbericht zum Stand der Deutschen Einheit","21","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Unterrichtung durch die Bundesregierung <br>Jahresbericht der Bundesregierung zum Stand der Deutschen Einheit 2014<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802665.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2665 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2665</a><br> \r\n                              </div>","10. Oktober 2014","58","2014",115
"41","Überweisung","Änderung des Grundgesetzes (Artikel 91b)","22","<div class=""bt-top-collapse collapse"">\r\n                a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines … Gesetzes zur Änderung des Grundgesetzes (Artikel 91b)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802710.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2710 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2710</a><br><br>b) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Kooperationsverbot kippen - Zusammenarbeit von Bund und Ländern für bessere Bildung und Wissenschaft ermöglichen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802747.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2747 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2747</a><br> \r\n                              </div>","10. Oktober 2014","58","2014",110
"41","Überweisung","Zinssätze für Dispo- und Überziehungskredite","23","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung des Antrags der Fraktion DIE LINKE. <br>Gesetzliche Deckelung und Veröffentlichung der Zinssätze für Dispo- und Überziehungskredite<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802741.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2741 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2741</a><br><br>b) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss) <br>-  zu dem Antrag der Fraktion DIE LINKE. <br>Begrenzung und Vereinheitlichung der Zinssätze für Dispo- und Überziehungskredite<br>-  zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Begrenzung von Dispositions- und Überziehungszinsen<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/008/1800807.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/807 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/807</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/013/1801342.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1342 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1342</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802777.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2777 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2777</a><br> \r\n                              </div>","10. Oktober 2014","58","2014",45
"41","Antrag","Kampf gegen die Todesstrafe","24","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung des Antrags der Fraktionen der CDU/CSU und SPD <br>Europa – Vorreiter im Kampf gegen die Todesstrafe<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802738.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2738 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2738</a><br><br>b) Beratung des Antrags der Fraktion DIE LINKE.<br>Todesstrafe weltweit ächten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/027/1802740.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2740 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2740</a><br> \r\n                              </div>","10. Oktober 2014","58","2014",40
"41","beendet","Vereinbarte Debatte zum Weltmädchentag","25","<div class=""bt-top-collapse collapse"">\r\n                Vereinbarte Debatte<br>Weltmädchentag - Bildung und Gesundheit von Mädchen als Voraussetzung für Entwicklung<br> \r\n                              </div>","10. Oktober 2014","58","2014",50
"41","Beschlussempfehlung","Fördermitteltransparenz","26","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wirtschaft und Energie (9. Ausschuss) zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Fördermitteltransparenz erhöhen <br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/009/1800980.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/980 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/980</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/016/1801676.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1676 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1676</a> <br> \r\n                              </div>","10. Oktober 2014","58","2014",40
"39","beendet","Befragung der Bundesregierung","1","<div class=""bt-top-collapse collapse"">\r\n                Befragung der Bundesregierung<br>Thema: Jahresbericht der Bundesregierung zum Stand der Deutschen Einheit \r\n                              </div>","24. September 2014","53","2014",35
"39","Sitzungsunterbrechung","Fragestunde","2","<div class=""bt-top-collapse collapse"">\r\n                Fragestunde<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802567.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2567 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2567</a> \r\n                              </div>","24. September 2014","53","2014",120
"39","Überweisung beschlossen","Vereinbarte Debatte zur Ebola-Epidemie","ZP 1","<div class=""bt-top-collapse collapse"">\r\n                Vereinbarte Debatte<br>Deutschlands Beitrag zur Eindämmung der Ebola-Epidemie<br> \r\n                              </div>","24. September 2014","53","2014",85
"39","Überweisungen","Europäische Bankenunion","3","<div class=""bt-top-collapse collapse"">\r\n                a)\tErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Umsetzung der Richtlinie 2014/59/EU des Europäischen Parlaments und des Rates vom 15. Mai 2014 zur Festlegung eines Rahmens für die Sanierung und Abwicklung von Kreditinstituten und Wertpapierfirmen und zur Änderung der Richtlinie 82/891/EWG des Rates, der Richtlinien 2001/24/EG, 2002/47/EG, 2004/25/EG, 2005/56/EG, 2007/36/EG, 2011/35/EU, 2012/30/EU und 2013/36/EU sowie der Verordnungen (EU) Nr. 1093/2010 und (EU) Nr. 648/2012 des Europäischen Parlaments und des Rates (BRRD-Umsetzungsgesetz) <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802575.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2575 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2575</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802626.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2626 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2626</a><br><br>b)\tErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu dem Übereinkommen vom 21. Mai 2014 über die Übertragung von Beiträgen auf den einheitlichen Abwicklungsfonds und über die gemeinsame Nutzung dieser Beiträge<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802576.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2576 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2576</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802627.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2627 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2627</a><br><br>c)\tErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des ESM-Finanzierungsgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802577.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2577 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2577</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802629.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2629 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2629</a><br><br>d)\tErste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung der Finanzhilfeinstrumente nach Artikel 19 des Vertrags vom 2. Februar 2012 zur Einrichtung des Europäischen Stabilitätsmechanismus<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802580.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2580 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2580</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802628.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2628 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2628</a> \r\n                              </div>","25. September 2014","54","2014",105
"39","namentliche Abstimmung zu Entschließungsantrag","Freihandelsabkommen der EU mit USA und Kanada","4 + ZP 2,3","<div class=""bt-top-collapse collapse"">\r\n                a) Beratung der Antwort der Bundesregierung auf die Große Anfrage der Fraktion DIE LINKE.<br>Soziale, ökologische, ökonomische und politische Effekte des EU-USA Freihandelsabkommens<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/004/1800432.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/432 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/432</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/002/1800210.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/210 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/210</a><br><br>b) Beratung des Antrags der Fraktion DIE LINKE.<br>Freihandelsabkommen zwischen der EU und Kanada CETA zurückweisen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802604.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2604 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2604</a><br><br>ZP2) Beratung des Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Keine Klageprivilegien für Konzerne - CETA-Vertragsentwurf ablehnen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802620.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2620 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2620</a><br><br>ZP3) Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wirtschaft und Energie (9. Ausschuss) <br>zu dem Antrag der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Für fairen Handel ohne Klageprivilegien für Konzerne<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/014/1801458.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1458 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1458</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802646.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2646 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2646</a><br> \r\n                              </div>","25. September 2014","54","2014",150
"39","Überweisungen","Änderung des Strafgesetzbuches - Sexualstrafrecht","5 + ZP 4","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines Gesetzes zur Änderung des Strafgesetzbuches – Umsetzung europäischer Vorgaben zum Sexualstrafrecht <br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802601.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2601 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2601</a><br><br>ZP4) Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Kinder schützen - Prävention stärken<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802619.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2619 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2619</a><br> \r\n                              </div>","25. September 2014","54","2014",70
"39","Überweisungen beschlossen","Überweisungen im vereinfachten Verfahren","25 + ZP 5","<div class=""bt-top-collapse collapse"">\r\n                Überweisungen im vereinfachten Verfahren \r\n                              </div>","25. September 2014","54","2014",5
"39","Gesetzentwurf","Abschließende Beratungen ohne Aussprache","26","<div class=""bt-top-collapse collapse"">\r\n                Abschließende Beratungen ohne Aussprache \r\n                              </div>","25. September 2014","54","2014",5
"39","beendet","Aktuelle Stunde zur Flüchtlingskatastrophe an der türkisch-syrischen Grenze","ZP 6","<div class=""bt-top-collapse collapse"">\r\n                Aktuelle Stunde<br>auf Verlangen der Fraktion DIE LINKE.<br>Humanitäre Katastrophe an der türkisch-syrischen Grenze – Nach dem militärischen Aufmarsch des IS<br> \r\n                              </div>","25. September 2014","54","2014",70
"39","Überweisungen","Änderung des Freizügigkeitsgesetzes/EU","6","<div class=""bt-top-collapse collapse"">\r\n                a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Änderung des Freizügigkeitsgesetzes/EU und weiterer Vorschriften<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802581.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2581 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2581</a><br><br>b) Beratung der Unterrichtung durch die Bundesregierung<br>Zwischenbericht des Staatssekretärsausschusses zu Rechtsfragen und Herausforderungen bei der Inanspruchnahme der sozialen Sicherungssysteme durch Angehörige der EU-Mitgliedstaaten<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/009/1800960.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/960 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/960</a><br><br>c) Beratung der Unterrichtung durch die Bundesregierung<br>Abschlussbericht des Staatssekretärsausschusses zu „Rechtsfragen und Herausforderungen bei der Inanspruchnahme der sozialen Sicherungssysteme durch Angehörige der EU-Mitgliedstaaten“<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/024/1802470.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2470 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2470</a> \r\n                              </div>","25. September 2014","54","2014",45
"39","Überweisung","Tierschutz","7","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN <br>Tierschutz ernst nehmen – Tierleid verhindern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802616.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2616 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2616</a><br> \r\n                              </div>","25. September 2014","54","2014",50
"39","Überweisung","Änderung des Urheberrechtsgesetzes","8","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von den Fraktionen der CDU/CSU und SPD eingebrachten Entwurfs eines … Gesetzes zur Änderung des Urheberrechtsgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802602.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2602 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2602</a> \r\n                              </div>","25. September 2014","54","2014",45
"39","Überweisung","Rezeptpflicht der ""Pille danach""","ZP 7","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion DIE LINKE.<br>Pille danach jetzt aus der Rezeptpflicht entlassen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802630.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2630 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2630</a><br><br> \r\n                              </div>","25. September 2014","54","2014",45
"39","Beschlussempfehlung (in Kenntnis der Unterrichtung eine Entschließung annehmen) angenommen","Jahresbericht 2013 des Wehrbeauftragten","10","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Verteidigungsausschusses (12. Ausschuss) zu der Unterrichtung durch den Wehrbeauftragten <br>Jahresbericht 2013 (55. Bericht)<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/003/1800300.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/300 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/300</a>, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/019/1801917.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1917 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1917</a> <br> \r\n                              </div>","25. September 2014","54","2014",45
"39","Überweisung","Steuergestaltung multinationaler Unternehmen","11","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Mit Transparenz Steuervermeidung multinationaler Unternehmen eindämmen – Country-by-Country-Reporting einführen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802617.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2617 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2617</a> \r\n                              </div>","25. September 2014","54","2014",35
"39","Gesetzentwurf","VN-Übereinkommen gegen Korruption","12","<div class=""bt-top-collapse collapse"">\r\n                Zweite Beratung und Schlussabstimmung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu dem Übereinkommen der Vereinten Nationen vom 31. Oktober 2003 gegen Korruption<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/021/1802138.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2138 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2138</a><br><br>Zweite und Schlussabstimmung des von der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes zum Übereinkommen der Vereinten Nationen gegen Korruption<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/004/1800478.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/478 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/478</a><br><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802643.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2643 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2643</a> \r\n                              </div>","25. September 2014","54","2014",30
"39","Überweisung","Abbau bei Nacht- und Autoreisezugverkehr","13","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion DIE LINKE. <br>Rückzug der Deutschen Bahn AG bei Nacht- und Autoreisezügen stoppen – Nachhaltige Reisekultur in Europa fördern<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/024/1802494.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2494 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2494</a> <br> \r\n                              </div>","25. September 2014","54","2014",25
"39","Reden werden zu Protokoll gegeben","Einführung eines Europäischen Mahnverfahrens","14 *","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>zu dem Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates zur Änderung der Verordnung (EG) Nr. 861/2007 des Europäischen Parlaments und des Rates vom 11. Juli 2007 zur Einführung eines europäischen Verfahrens für geringfügige Forderungen und der Verordnung (EG) Nr. 1896/2006 des Europäischen Parlaments und des Rates vom 12. Dezember 2006 zur Einführung eines Europäischen Mahnverfahrens<br>KOM(2013) 794 endg.; Ratsdok. 16749/13<br>Drucksachen <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/004/1800419.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/419 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/419</a> Nr. A.48, <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802647.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2647 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2647</a><br> \r\n                              </div>","25. September 2014","54","2014",0
"39","Überweisung","Reform der Wasser- und Schifffahrtsverwaltung","ZP 8","<div class=""bt-top-collapse collapse"">\r\n                Beratung des Antrags der Fraktion BÜNDNIS 90/DIE GRÜNEN<br>Reform der Wasser- und Schifffahrtsverwaltung konsequent fortsetzen<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/013/1801341.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1341 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1341</a> <br> \r\n                              </div>","25. September 2014","54","2014",30
"39","Reden werden zu Protokoll gegeben","Grundbuchamtsreform in Baden-Württemberg","16 *","<div class=""bt-top-collapse collapse"">\r\n                Zweite und dritte Beratung des vom Bundesrat eingebrachten Entwurfs eines Gesetzes zur Erleichterung der Umsetzung der Grundbuchamtsreform in Baden-Württemberg<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/000/1800070.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/70 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/70</a> <br><br>Beschlussempfehlung und Bericht des Ausschusses für Recht und Verbraucherschutz (6. Ausschuss)<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802644.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2644 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2644</a><br> \r\n                              </div>","25. September 2014","54","2014",0
"39","Überweisung","Änderung des Bundesfernstraßenmautgesetzes","17","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Zweiten Gesetzes zur Änderung des Bundesfernstraßenmautgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/024/1802444.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2444 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2444</a> <br> \r\n                              </div>","25. September 2014","54","2014",30
"39","Reden werden zu Protokoll gegeben","Änderung des Mikrozensusgesetzes 2005","18 *","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Zweiten Gesetzes zur Änderung des Mikrozensusgesetzes 2005 und des Bevölkerungsstatistikgesetzes<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/021/1802141.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2141 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2141</a> <br> \r\n                              </div>","25. September 2014","54","2014",0
"39","Überweisungen","Elterngeld Plus und flexiblere Elternzeit","19","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Einführung des Elterngeld Plus mit Partnerschaftsbonus und einer flexibleren Elternzeit im Bundeselterngeld- und Elternzeitgesetz<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802583.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2583 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2583</a><br> \r\n                              </div>","26. September 2014","55","2014",100
"39","Überweisungen","Ausbau der Kindertagesbetreuung","20","<div class=""bt-top-collapse collapse"">\r\n                a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur weiteren Entlastung von Ländern und Kommunen ab 2015 und zum quantitativen und qualitativen Ausbau der Kindertagesbetreuung<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/025/1802586.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2586 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2586</a><br>b) Beratung des Antrags der Fraktion DIE LINKE. <br>Ausbau und Qualität in der Kinderbetreuung vorantreiben<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/026/1802605.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/2605 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/2605</a><br> \r\n                              </div>","26. September 2014","55","2014",100
"39","Überweisung","Einführung von Gruppenverfahren","21","<div class=""bt-top-collapse collapse"">\r\n                Erste Beratung des von den Abgeordneten Nicole Maisch, Renate Künast, Luise Amtsberg, weiteren Abgeordneten und der Fraktion BÜNDNIS 90/DIE GRÜNEN eingebrachten Entwurfs eines Gesetzes über die Einführung von Gruppenverfahren<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/014/1801464.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1464 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1464</a> \r\n                              </div>","26. September 2014","55","2014",40
"39","Überweisung","Bericht zum Anerkennungsgesetz","22","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Unterrichtung durch die Bundesregierung<br>Bericht zum Anerkennungsgesetz<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/18/010/1801000.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 18/1000 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>18/1000</a> \r\n                              </div>","26. September 2014","55","2014",45
"39","Überweisung","Bericht zur Bildung für eine nachhaltige Entwicklung","23","<div class=""bt-top-collapse collapse"">\r\n                Beratung der Unterrichtung durch die Bundesregierung<br>Bericht der Bundesregierung zur Bildung für eine nachhaltige Entwicklung<br>– 17. Legislaturperiode –<br>Drucksache <a target=""_blank"" href=""http://dip.bundestag.de/btd/17/143/1714325.pdf"" class=""dipLink"" title=""Die PDF-Datei Drucksache 17/14325 öffnet sich in einem neuen Fenster""><i class=""icon-doc""></i>17/14325</a>  \r\n                              </div>","26. September 2014","55","2014",45
